,id,title,assignee,inventor,priority_date,filing_date,publication_date,grant_date,result_link,representative_figure_link,country,kind_code,abstract,cpc_1,cpc_2,cpc_3,cpc_1_num,cpc_2_num,cpc_3_num,file_grant_days,cpc_1_GHY
101,US11847529B2,"Architectures, systems and methods for program defined transaction system and decentralized cryptocurrency systems ","Milestone Entertainment, LLC","['Randall M. Katz', ' Robert Tercek']",2017-02-03,2023-05-12,2023-12-19,2023-12-19,https://patents.google.com/patent/US11847529B2/en,https://patentimages.storage.googleapis.com/05/55/2b/ee0713aa40972a/US11847529-20231219-D00000.png,US,B2,"In one aspect, the invention comprises a system and method for control of a transaction state system utilizing a distributed ledger. First, the system and method includes an application plane layer adapted to receive instructions regarding operation of the transaction state system. Preferably, the application plane layer is coupled to the application plane layer interface. Second, a control plane layer is provided, the control plane layer including an adaptive control unit, such as a cognitive computing unit, artificial intelligence unit or machine-learning unit. Third, a data plane layer includes an input interface to receive data input from one or more data sources and to provide output coupled to a decentralized distributed ledger, the data plane layer is coupled to the control plane layer. Optionally, the system and method serve to implement a smart contract on a decentralized distributed ledger.","['G', 'H', 'Y']","['H02', 'G05', 'Y02', 'Y04']","['H02J', 'G05B', 'Y02B', 'Y04S']",3,4,4,221,1
102,US11961011B2,Securing computing resources through entity aggregation ,"Go Logic Decision Time, Llc","['Dennis Paul Ackerman', ' Stephen Francis Taylor']",2017-06-30,2023-06-28,2024-04-16,2024-04-16,https://patents.google.com/patent/US11961011B2/en,https://patentimages.storage.googleapis.com/ad/a6/1e/a46ce8d4a24ede/US11961011-20240416-D00000.png,US,B2,"Entity aggregation for security computing resources involves an aggregation covenant that conditionally conveys rights to aggregation members. The ruling covenant is defined for protecting one or more computing resources by overriding system-level and/or entity-specific rights (e.g., super-users). An aggregation configuration module defines an aggregation-specific instance of an entity (user/device, process, or data) that receives the conveyed rights. The entity can use the rights conveyed only through its corresponding instance.","['G', 'H', 'Y']","['G05', 'G06', 'H02', 'Y02']","['G05B', 'G06F', 'G06N', 'H02J', 'Y02E']",3,4,5,293,1
103,US11816836B2,Method and system for assessing vessel obstruction based on machine learning ,Pie Medical Imaging B.V.,"['Ivana Isgum', ' Majd Zreik', ' Jean-Paul Aben']",2018-04-11,2023-03-06,2023-11-14,2023-11-14,https://patents.google.com/patent/US11816836B2/en,https://patentimages.storage.googleapis.com/a2/c4/79/564a9279433ef4/US11816836-20231114-D00000.png,US,B2,"Methods and systems are described for assessing a vessel obstruction. The methods and systems obtain a volumetric image dataset of a myocardium and at least one coronary vessel, wherein the myocardium comprises muscular tissue of the heart. A three-dimensional (3D) image corresponding to a coronary vessel of interest is created from the volumetric image dataset. Feature data that represents features of both the myocardium and the coronary vessel of interest is generated. At least some of the feature data is determined by a first machine learning-based model based on the 3D image. A second machine learning-based model is used to determine at least one parameter based on the feature data, wherein the at least one parameter represents functionally significant coronary lesion severity of the coronary vessel of interest.","['G', 'H', 'Y']","['G06', 'H02', 'H04', 'Y04']","['G06Q', 'H02J', 'H04L', 'Y04S']",3,4,4,253,1
104,US11874214B1,Biosensors for biological or chemical analysis and systems and methods for same ,"Illumina, Inc.","['Helmy A. Eltoukhy', ' Robert C. Kain', ' Wenyi Feng', ' Mark Pratt', ' Bernard Hirschbein', ' Poorya Sabounchi', ' Tarun Khurana']",2012-04-16,2023-03-07,2024-01-16,2024-01-16,https://patents.google.com/patent/US11874214B1/en,https://patentimages.storage.googleapis.com/8e/4d/8f/86c9e2ce92e64d/US11874214-20240116-D00000.png,US,B1,A biosensor is provided including a detection device and a flow cell mounted to the detection device. The detection device has a detector surface with a plurality of reaction sites. The detection device also includes a filter layer. A method is providing including obtaining signal data from an array of light detectors; determining a crosstalk function for each of the light detectors of the array of light detectors; and determining characteristics of analytes of interest based on the signal data using the crosstalk functions.,"['F', 'H', 'Y']","['F21', 'H05', 'Y02']","['F21V', 'F21S', 'H05B', 'F21K', 'F21Y', 'Y02B']",3,3,6,315,0
105,US11869139B2,System and method for three-dimensional scanning and for capturing a bidirectional reflectance distribution function ,Packsize Llc,"['Giulio Marin', ' Abbas Rafii', ' Carlo Dal Mutto', ' Kinh Tieu', ' Giridhar Murali', ' Alvise Memo']",2016-08-15,2023-01-05,2024-01-09,2024-01-09,https://patents.google.com/patent/US11869139B2/en,https://patentimages.storage.googleapis.com/f3/a3/4a/9f8e102de08e3f/US11869139-20240109-D00000.png,US,B2,"A method for generating a three-dimensional (3D) model of an object includes: capturing images of the object from a plurality of viewpoints, the images including color images; generating a 3D model of the object from the images, the 3D model including a plurality of planar patches; for each patch of the planar patches: mapping image regions of the images to the patch, each image region including at least one color vector; and computing, for each patch, at least one minimal color vector among the color vectors of the image regions mapped to the patch; generating a diffuse component of a bidirectional reflectance distribution function (BRDF) for each patch of planar patches of the 3D model in accordance with the at least one minimal color vector computed for each patch; and outputting the 3D model with the BRDF for each patch.","['B', 'H', 'Y']","['B60', 'H02', 'Y02']","['B60L', 'H02J', 'H02M', 'Y02E', 'Y02T']",3,3,5,369,0
106,US11926859B2,Methods and means for the production of Ig-like molecules ,Merus N.V.,"['Cornelis Adriaan De Kruif', ' Linda Johanna Aleida Hendriks', ' Ton Logtenberg']",2012-04-20,2023-05-16,2024-03-12,2024-03-12,https://patents.google.com/patent/US11926859B2/en,https://patentimages.storage.googleapis.com/c9/0f/6e/c4402ae795fb06/US11926859-20240312-D00001.png,US,B2,The invention provides means and methods for producing one or more Ig-like molecules in a single host cell. Novel CH3 mutations enabling the production of monospecific and/or bispecific Ig-like molecules of interest are also provided.,['H'],"['H10', 'H01']","['H10N', 'H01J']",1,2,2,301,0
107,US11922675B1,Systems and methods for automating benchmark generation using neural networks for image or video selection ,"Vizit Labs, Inc.","['Elham Saraee', ' Zachary Halloran', ' Jehan Hamedi']",2017-07-26,2023-10-25,2024-03-05,2024-03-05,https://patents.google.com/patent/US11922675B1/en,https://patentimages.storage.googleapis.com/f4/27/08/911eb9aedbb142/US11922675-20240305-D00000.png,US,B1,A method includes accessing a web-based property over a network; storing a plurality of images or videos from the web-based property and associations between the plurality of images or videos and a target audience identifier responsive to the web-based property having a stored association with the target audience identifier; retrieving the plurality of images or videos from the database responsive to each of the plurality of images or videos having stored associations with the target audience identifier; executing a neural network to generate a performance score for each of the plurality of images or videos; calculating a target audience benchmark; executing the neural network to generate a first performance score for a first image or video and a second performance score for a second image or video; comparing the first performance score and the second performance score to the benchmark; and generating a record identifying the first image or video.,"['C', 'F', 'Y']","['F24', 'F03', 'F04', 'F28', 'C02', 'Y02']","['F24T', 'F03G', 'F04B', 'F24S', 'F24V', 'F28B', 'F28D', 'C02F', 'Y02E', 'Y02W']",3,6,10,132,0
108,US11985031B2,Optimized reconfiguration of RLM and beam monitoring parameters ,Telefonaktiebolaget Lm Ericsson (Publ),"['Icaro L. J. da Silva', ' Helka-Liina MAATTANEN', ' Claes Tidestav']",2018-02-16,2023-02-13,2024-05-14,2024-05-14,https://patents.google.com/patent/US11985031B2/en,https://patentimages.storage.googleapis.com/c2/bd/8d/24955b9e56e9b4/US11985031-20240514-D00000.png,US,B2,"A method by a wireless device is provided for optimized reconfiguration of radio link monitoring (RLM) and beam monitoring. The method includes receiving, from a first network node, a first message comprising at least one RLM parameter. A second message indicating activation of the at least one RLM parameter associated with the first message is received. The second message is a lower layer signal compared to the first message.","['G', 'H', 'Y']","['G05', 'G01', 'G06', 'H02', 'Y02', 'Y04']","['G05F', 'G01R', 'G05B', 'G06Q', 'H02J', 'Y02B', 'Y02E', 'Y02P', 'Y04S']",3,6,9,456,1
109,US11981788B2,Methods of manufacturing articles utilizing foam particles ,"Nike, Inc.","['Jay CONSTANTINOU', ' Harleigh Doremus', ' Luis Folgar', ' Brandon Kvamme', ' Joseph Thomas Muth', ' Denis Schiller']",2018-12-06,2023-04-25,2024-05-14,2024-05-14,https://patents.google.com/patent/US11981788B2/en,https://patentimages.storage.googleapis.com/53/db/5a/b741da4f1ce96d/US11981788-20240514-D00000.png,US,B2,"Methods for manufacturing articles, including articles of footwear, apparel, and sporting equipment are provided. The methods comprise decorating a plurality of foam particles. The decorating can comprise applying a coating on the foam particles, or embossing or debossing the foam particles, or both. The decorating can comprise applying a coating on the foam particles by printing, painting, dyeing, applying a film, or any combination thereof. The plurality of foam particles are affixed utilizing aspects of additive manufacturing methods. This abstract is intended as a scanning tool for purposes of searching in the particular art and is not intended to be limiting of the present disclosure.","['G', 'H', 'Y']","['H02', 'G06', 'Y02', 'Y04']","['H02J', 'G06Q', 'Y02E', 'Y04S']",3,4,4,385,1
110,US11990621B2,"Graphene and power storage device, and manufacturing method thereof ","Semiconductor Energy Laboratory Co., Ltd.","['Hiroatsu TODORIKI', ' Yumiko SAITO', ' Takahiro Kawakami', ' Kuniharu Nomoto', ' Mikio Yukawa']",2011-09-30,2023-06-02,2024-05-21,2024-05-21,https://patents.google.com/patent/US11990621B2/en,https://patentimages.storage.googleapis.com/5f/b6/f0/14351e904fbb30/US11990621-20240521-D00000.png,US,B2,"The formation method of graphene includes the steps of forming a layer including graphene oxide over a first conductive layer; and supplying a potential at which the reduction reaction of the graphene oxide occurs to the first conductive layer in an electrolyte where the first conductive layer as a working electrode and a second conductive layer with a as a counter electrode are immersed. A manufacturing method of a power storage device including at least a positive electrode, a negative electrode, an electrolyte, and a separator includes a step of forming graphene for an active material layer of one of or both the positive electrode and the negative electrode by the formation method.","['G', 'H', 'Y']","['G06', 'H02', 'Y04']","['G06Q', 'H02J', 'Y04S']",3,3,3,354,1
111,US11955161B2,Command-triggered data clock distribution mode ,Rambus Inc.,"['Ian Shaeffer', ' Lei Luo', ' Liji GOPALAKRISHNAN']",2011-03-09,2023-01-30,2024-04-09,2024-04-09,https://patents.google.com/patent/US11955161B2/en,https://patentimages.storage.googleapis.com/a3/4b/ae/e2cb1981931513/US11955161-20240409-D00000.png,US,B2,"An integrated circuit includes a physical layer interface having a control timing domain and a data timing domain, and circuits that enable the control timing domain during a change in power conservation mode in response to a first event, and that enable the data timing domain in response to a second event. The control timing domain can include interface circuits coupled to a command and address path, and the data timing domain can include interface circuits coupled to a data path.","['B', 'G', 'H', 'Y']","['B60', 'G06', 'H02', 'Y02', 'Y04']","['B60L', 'G06Q', 'H02J', 'Y02E', 'Y02T', 'Y04S']",4,5,6,435,1
112,US11951979B1,"Rapid, automatic, AI-based collision avoidance and mitigation preliminary ","David E. Newman, R. Kemp Massengill","['David E. Newman', ' R. Kemp Massengill']",2016-04-11,2023-11-27,2024-04-09,2024-04-09,https://patents.google.com/patent/US11951979B1/en,https://patentimages.storage.googleapis.com/95/3e/5c/c0dc81f3ca0d3b/US11951979-20240409-D00000.png,US,B1,"Disclosed are systems and methods for autonomous vehicles and vehicles with automatic driver-assistance systems (ADAS) to automatically detect an imminent collision, determine whether the collision is avoidable or unavoidable, and plot a course minimizing the hazard using an artificial intelligence (AI) model. For example, a collision is avoidable if the vehicle can avoid it by steering, braking, and/or accelerating in a particular sequence. The AI model finds the best sequence for collision avoidance, and if that is not possible, it finds the best sequence for minimizing the harm. The harm is based on an estimated number of fatalities, injuries, and property damage predicted to be caused in the collision. The AI-based situation analysis and sequence selection are directly applicable to human-driven vehicles with an emergency-intervention ADAS system, as well as fully autonomous vehicles. With fast electronic reflexes and multi-sensor situation awareness, the AI model can save lives on the highway.","['G', 'H', 'Y']","['G05', 'H02', 'G06', 'H04', 'Y02', 'Y04']","['G05F', 'H02J', 'G05B', 'G06F', 'H04L', 'Y02B', 'Y02E', 'Y02T', 'Y04S']",3,6,9,134,1
113,US11900446B2,System and method for facilitating social shopping ,Dkr Consulting Llc,"['David Robb', ' Grant Neerings', ' Cameron Patterson', ' Joseph Rodriguez', ' Quinton Richard Harris', ' Benjamin Cook']",2010-08-06,2023-04-07,2024-02-13,2024-02-13,https://patents.google.com/patent/US11900446B2/en,https://patentimages.storage.googleapis.com/11/73/08/3d82e378875955/US11900446-20240213-D00000.png,US,B2,"A portable web widget for distribution of multimedia content over a computer communications network, the web widget adapted for viral distribution and execution in a web browser on a client device wherein the widget includes a content retrieval component communicatively coupled to an application server over the computer communications network, the content retrieval component configured to retrieve one or more multimedia display files and metadata into an embedded electronic commerce store in the web widget after it enters an active operational mode, the widget also including a content preview component configured to enable a streamed execution of a portion of the multimedia content files associated with each of the multimedia display files from a multimedia content distribution system executing on the application server, and a transaction processing component operative to execute and complete a commercial transaction in the embedded electronic commerce store pertaining to the multimedia content files.","['G', 'H', 'Y']","['H02', 'G05', 'G06', 'Y02', 'Y04']","['H02J', 'G05F', 'G06Q', 'Y02B', 'Y02E', 'Y04S']",3,5,6,312,1
114,US11960777B2,Utilizing multiple redundancy schemes within a unified storage element ,"Pure Storage, Inc.","['Ronald Karr', ' Constantine Sapuntzakis', ' John Colgrove']",2017-06-12,2023-02-27,2024-04-16,2024-04-16,https://patents.google.com/patent/US11960777B2/en,https://patentimages.storage.googleapis.com/5d/44/43/91bab859c49c71/US11960777-20240416-D00000.png,US,B2,"Utilizing multiple redundancy schemes within a unified storage element, including: receiving, in a storage system at a unified storage element that integrates both fast durable storage and bulk durable storage, a data storage operation from a host computer; storing, in accordance with a first data resiliency technique that corresponds to a RAID N+R format, data corresponding to the data storage operation within the fast durable storage of the unified storage element; and responsive to determining that the complete RAID stripe has been written to the fast durable storage, moving a portion of the stored data from the fast durable storage to the bulk durable storage of the unified storage element, the bulk durable storage storing the data in accordance with a second data resiliency technique that corresponds to a RAID M+R format, wherein M is different from N.","['B', 'G', 'H', 'Y']","['H02', 'B60', 'H01', 'G01', 'Y02', 'Y04']","['H02J', 'B60L', 'H01M', 'G01R', 'Y02E', 'Y02T', 'Y04S']",4,6,7,414,1
115,US11910861B2,Surgical personal protection apparatus ,Stryker Corporation,"['Brian James VanDerWoude', ' Marshall Proulx', ' David H. Grulke', ' Bruce D. Henniges']",2005-07-14,2023-05-19,2024-02-27,2024-02-27,https://patents.google.com/patent/US11910861B2/en,https://patentimages.storage.googleapis.com/c4/e0/2c/60d3a076b329d3/US11910861-20240227-D00000.png,US,B2,"A surgical protection system to define a barrier between the user and the external environment. The surgical protection system comprising a helmet assembly, a hood and a transparent face shield. The helmet including a shell, a face frame coupled to the shell, a static tab, a first fastener disposed on the face frame; and a fan mounted to the shell and configured to circulate air about the user. The hood may include a first material defining an opening. The shield may be formed from flexible material and disposed within the opening of the hood. The shield may further include a tab extending from a top portion of the shield and define an opening configured to receive the static tab of the helmet to align the shield to the helmet. The first fastener disposed on the face frame may be configured to facilitate removable attachment of the shield to the helmet.",['H'],"['H10', 'H01', 'H02']","['H10N', 'H01J', 'H01L', 'H02N']",1,3,4,284,0
116,US11865287B2,Devices and methods for treating skin ,Hydrafacial Llc,"['Roger Ignon', ' Scott Mallett', ' Abraham Solano', ' William Cohen']",2005-12-30,2023-01-09,2024-01-09,2024-01-09,https://patents.google.com/patent/US11865287B2/en,https://patentimages.storage.googleapis.com/cf/8a/20/6c252e21b7e676/US11865287-20240109-D00000.png,US,B2,An apparatus for treating skin has a console with a user input device and a handpiece assembly. The handpiece assembly is configured to treat skin. A fluid line provides fluid communication between the console and the handpiece assembly. A manifold system is coupled to the console and controlled by the user input device. The manifold system is configured to hold releasably a plurality of fluid sources and deliver fluid from at least one of the plurality of fluid sources to the handpiece assembly.,"['F', 'Y']","['F03', 'F01', 'F16', 'Y02', 'Y10']","['F03G', 'F01K', 'F16L', 'Y02E', 'Y10T']",2,5,5,365,0
117,US11909004B2,Electrochemical energy storage devices ,Ambri Inc.,"['David J. Bradwell', ' Greg A. Thompson', ' Michael J. McNeley']",2013-10-16,2023-02-09,2024-02-20,2024-02-20,https://patents.google.com/patent/US11909004B2/en,https://patentimages.storage.googleapis.com/23/66/e2/6c36d212cabbbd/US11909004-20240220-D00000.png,US,B2,"Provided herein are energy storage devices. In some cases, the energy storage devices are capable of being transported on a vehicle and storing a large amount of energy. An energy storage device is provided comprising at least one liquid metal electrode, an energy storage capacity of at least about 1 MWh and a response time less than or equal to about 100 milliseconds (ms).","['G', 'H']","['G06', 'H02']","['G06Q', 'H02J']",2,2,2,376,0
118,US11946929B2,Sandwich assays in droplets ,"Bio-Rad Laboratories, Inc.","['Michael L. Samuels', ' Darren Roy Link']",2010-09-30,2023-07-18,2024-04-02,2024-04-02,https://patents.google.com/patent/US11946929B2/en,https://patentimages.storage.googleapis.com/65/62/e0/44d9bc5e169d16/US11946929-20240402-D00001.png,US,B2,"The invention generally relates to performing sandwich assays in droplets. In certain embodiments, the invention provides methods for detecting a target analyte that involve forming a compartmentalized portion of fluid including a portion of a sample suspected of containing a target analyte and a sample identifier, a first binding agent having a target identifier, and a second binding agent specific to the target analyte under conditions that produce a complex of the first and second binding agents with the target analyte, separating the complexes, and detecting the complexes, thereby detecting the target analyte.","['G', 'Y']","['G05', 'G06', 'Y02']","['G05B', 'G06Q', 'Y02B']",2,3,3,259,0
119,US11829112B2,Machine control using real-time model ,Deere & Company,"['Bhanu Kiran Reddy Palla', ' Nathan R. Vandike', ' Federico Pardina-Malbran', ' Noel W. Anderson', ' Michael A. Waldo']",2019-04-10,2023-03-17,2023-11-28,2023-11-28,https://patents.google.com/patent/US11829112B2/en,https://patentimages.storage.googleapis.com/6c/2f/a1/cfeab9733ae779/US11829112-20231128-D00000.png,US,B2,"A priori geo-referenced data is obtained for a worksite, along with field data that is collected by a sensor on a work machine that is performing an operation at the worksite. A predictive model is generated, while the machine is performing the operation, based on the geo-referenced data and the field data. A model quality metric is generated for the predictive model and is used to determine whether the predictive model is a qualified predicative model. If so, a control system controls a subsystem of the work machine, using the qualified predictive model, and a position of the work machine, to perform the operation.","['C', 'G', 'Y']","['C01', 'C07', 'C10', 'C12', 'G06', 'Y02']","['C01B', 'C07C', 'C10G', 'C10L', 'C12P', 'G06Q', 'Y02E', 'Y02P']",3,6,8,256,0
120,US11882421B2,"Multi-channel cinema amplifier with power-sharing, messaging and multi-phase power supply ",Dolby Laboratories Licensing Corporation,"['Andrew Healy', ' Edward John Neary', ' Erich Hubert Vogel', ' Andrew Michael POULAIN', ' Gregory J. Long', ' Joel A. BUTLER', ' Angela Williams', ' Luca REVELLI', ' Dossym Nurmukhanov', ' Tanner James Cook', ' Marcelo Traverso M.', ' Kenneth Schindler']",2016-01-29,2023-03-02,2024-01-23,2024-01-23,https://patents.google.com/patent/US11882421B2/en,https://patentimages.storage.googleapis.com/30/45/34/aa5fa4e31ddc41/US11882421-20240123-D00000.png,US,B2,"An integrated cinema amplifier comprises a power supply stage that distributes power over a plurality of channels for rendering immersive audio content in a surround sound listening environment. The amplifier automatically detects maximum and net power availability and requirements based on audio content by decoding audio metadata and dynamically adjusts gains to each channel or sets of channels based on content and operational/environmental conditions. A power supply stage provides power to drive a plurality of channels corresponding to speaker feeds to a plurality of speakers. The amplifier has a front panel having an LED array with each LED associated with a respective channel or group of channels of the multi-channel amplifier, and a control unit configured to light the LEDs according to display patterns based on operating status or error conditions of the amplifier.","['G', 'H']","['H02', 'G05']","['H02J', 'G05B']",2,2,2,327,0
121,US11924216B2,Systems and methods for connecting a public device to a private device with pre- installed content management applications ,"Rovi Guides, Inc.",['William L. Thomas'],2018-05-10,2023-04-19,2024-03-05,2024-03-05,https://patents.google.com/patent/US11924216B2/en,https://patentimages.storage.googleapis.com/78/08/e5/36aaf63371180d/US11924216-20240305-D00000.png,US,B2,"Systems and methods for providing access to media content by connecting, to a public device, a private device that has an installed application associated with the media content. A media guidance application may receive a communication from a private device, running a private interface application, requesting to access content using the public device. In response, the media guidance application may retrieve, at the public device, a public interface application associated with the private interface application, from a content provider of the content. The private interface application may be configured to control a graphical user interface of the public interface application. Accordingly, the user may be able to access content via the public device when the private device is within a predetermined proximity to the public device.","['G', 'H', 'Y']","['G06', 'H02', 'Y02', 'Y04']","['G06F', 'G06Q', 'H02S', 'H02J', 'Y02E', 'Y02P', 'Y04S']",3,4,7,321,1
122,US11825996B2,Surface cleaning apparatus ,Bissell Inc.,"['Jincheng Xia', ' Jianjun Ge', ' Zhenjiang Yin', ' Xin Chen', ' Yongsheng Liang', ' Kam Hoi Ma']",2015-10-28,2023-06-21,2023-11-28,2023-11-28,https://patents.google.com/patent/US11825996B2/en,https://patentimages.storage.googleapis.com/a3/13/51/2f85262c32af30/US11825996-20231128-D00000.png,US,B2,A surface cleaning apparatus includes a housing including an upright handle assembly and a base mounted to the upright handle assembly. The surface cleaning apparatus is further provided with a fluid delivery system comprising a fluid dispenser configured to dispense fluid and at least one wiper to remove excess liquid from a brushroll.,"['G', 'Y']","['G06', 'G01', 'Y02']","['G06F', 'G06N', 'G01W', 'Y02D']",2,3,4,160,0
123,US11766373B2,Relocation modules and methods for surgical field ,"Augustine Biomedical + Design, LLC","['Scott D. Augustine', ' Susan D. Augustine', ' Garrett J. Augustine', ' Brent M. Augustine', ' Ryan S. Augustine', ' Randall C. Arnold']",2018-03-26,2023-03-28,2023-09-26,2023-09-26,https://patents.google.com/patent/US11766373B2/en,https://patentimages.storage.googleapis.com/1a/a1/57/03399bd87a240c/US11766373-20230926-D00000.png,US,B2,Examples of a module for housing unrelated electronic and electromechanical equipment for use during surgery. The module can include a lower section and a tower-like upper section. The lower section can house unrelated electronic and electromechanical equipment. The tower-like upper section can be located on top of the lower section. A water-resistant cowling can enclose at least a portion of the lower section and the tower-like upper section. A cartridge containing one or more ultraviolet-C producing lights can be protectively housed within the tower-like upper section. The cartridge containing one or more ultraviolet-C producing lights can be configured to emerge upward from a top of the tower-like upper section to substantially seat itself on the top of the tower-like upper section when activated allowing the ultraviolet-C light to disinfect the patient and staff-contacting upper surfaces of the equipment in the operating room.,"['C', 'H', 'Y']","['C02', 'C12', 'C05', 'H02', 'Y02']","['C02F', 'C12M', 'C05F', 'H02K', 'Y02A', 'Y02E', 'Y02P', 'Y02T', 'Y02W']",3,5,9,182,0
124,US11985366B2,Interrupting presentation of content data to present additional content in response to reaching a timepoint relating to the content data and notifying a server ,Tivo Solutions Inc.,['James M. Barton'],2008-08-13,2023-07-28,2024-05-14,2024-05-14,https://patents.google.com/patent/US11985366B2/en,https://patentimages.storage.googleapis.com/f9/0b/96/e0891e619d899e/US11985366-20240514-D00000.png,US,B2,"System for present content. The system includes means for receiving a set of timepoints relating to a content data and means for generating display signals based on the content data. The system also includes means for sending display signals to a display device that represent the content data and means for notifying a server over the Internet, that a timepoint among the set of timepoints has been reached in the content data. The system also includes means for receiving, from the server, via the Internet, an identification of one or more particular additional content and in response to receiving the identification of the one or more particular additional content from the server, means for interrupting presentation of the content data; and presenting the one or more particular additional content. The system further includes means for resuming, presentation of the content data after presenting the one or more particular additional content.","['G', 'H', 'Y']","['H02', 'G01', 'G06', 'Y02', 'Y04']","['H02J', 'G01W', 'G06Q', 'H02M', 'H02S', 'Y02E', 'Y04S']",3,5,7,291,1
125,US11935424B2,Systems and methods for automatic distillation of concepts from math problems and dynamic construction and testing of math problems from a collection of math concepts ,"ValueCorp Pacific, Inc.","['Mark S. Crouse', ' Fredric C. Gey', ' Terry J. Ligocki']",2015-09-23,2023-01-17,2024-03-19,2024-03-19,https://patents.google.com/patent/US11935424B2/en,https://patentimages.storage.googleapis.com/33/06/c9/9102a5cc4ab7fe/US11935424-20240319-D00000.png,US,B2,"Systems and methods of automatically distilling concepts from math problems and dynamically constructing and testing the creation of math problems from a collection of math concepts comprising: providing a user interface to a user; receiving as input: a math problem; one or more math concepts; and/or a user data packet; extracting and compiling a concept cloud of one or more CLIs that comprise the mathematical concepts embodied in the input, describe the operation of the one or more math concepts, or relate to the UDP, respectively; generating one or more math problem building blocks from the concept cloud CLIs; applying a mathematical rules engine to the one or more math problem building blocks to build one or more additional math problems; and returning to the user, through the user interface, the one or more additional math problems built from the CLIs that define the concept cloud extracted from the input.","['F', 'H', 'Y']","['F03', 'H02', 'F05', 'Y02']","['F03B', 'H02K', 'H02P', 'F05B', 'Y02E']",3,4,5,427,0
126,US11821026B2,Chemical compositions and methods of using same ,"Nanostring Technologies, Inc.","['Dwayne L. Dunaway', ' Elizabeth A. MANRAO', ' Joseph M. Beechem', ' Rustem KHAFIZOV', ' Sanghamithra Korukonda', ' Yi Deng', ' Dae Kim', ' Mark Gregory', ' Margaret HOANG']",2016-11-21,2023-03-07,2023-11-21,2023-11-21,https://patents.google.com/patent/US11821026B2/en,https://patentimages.storage.googleapis.com/85/05/bd/9bf03850ca6e9f/US11821026-20231121-D00001.png,US,B2,"The present disclosure relates to chemical compositions, kits, and apparatuses and methods for using these compositions, kits and apparatuses in various assays.","['A', 'B', 'H']","['H02', 'A61', 'H04', 'H05', 'B60']","['H02J', 'A61B', 'H04B', 'H05B', 'B60L']",3,5,5,259,0
127,US11831558B2,Efficient discard mechanism in small cell deployment ,Sun Patent Trust,"['Prateek Basu Mallick', ' Joachim Loehr']",2013-07-24,2023-02-01,2023-11-28,2023-11-28,https://patents.google.com/patent/US11831558B2/en,https://patentimages.storage.googleapis.com/39/d4/08/19004de73896f1/US11831558-20231128-D00000.png,US,B2,"The invention relates to a method for efficiently discarding data packets destined to a mobile station connected to both a master base station and a secondary base station. The master base station configures a secondary discard function in a lower layer of the secondary base station, based on the master discard function in the higher layer of the master base station. The master base station forwards the data packet from the higher layer to the lower of the secondary base station. The secondary discard function of the lower layer at the secondary base station discards the received data packet upon expiry of the secondary timer started by the lower layer upon reception of the data packet from the higher layer at the master base station.","['G', 'Y']","['G06', 'G05', 'Y04']","['G06Q', 'G05B', 'Y04S']",2,3,3,300,0
128,US12005146B2,Methods of treatment using cholestosome vesicles for incorporation of molecules into chylomicrons ,"Therasyn Sensors, Inc.","['Jerome J. Schentag', ' Mary P. McCourt', ' Lawrence Mielnicki', ' Julie Hughes']",2013-03-14,2023-03-24,2024-06-11,2024-06-11,https://patents.google.com/patent/US12005146B2/en,https://patentimages.storage.googleapis.com/e9/1e/52/e2f75b3da1ff87/US12005146-20240611-D00001.png,US,B2,"The present invention is directed to a cargo-loaded cholesteryl ester nanoparticle with a hollow compartment (âcholestosomeâ) consisting essentially of at least one non-ionic cholesteryl ester and one or more encapsulated active molecules which cannot appreciably pass through an enterocyte membrane in the absence of said molecule being loaded into said cholestosome, the cholestosome having a neutral surface and having the ability to pass into enterocytes in the manner of orally absorbed nutrient lipids using cell pathways to reach the golgi apparatus. Pursuant to the present invention, the novel cargo loaded cholestosomes according to the present invention are capable of depositing active molecules within cells of a patient or subject and effecting therapy or diagnosis of the patient or subject.","['G', 'H', 'Y']","['H02', 'G06', 'G01', 'Y02']","['H02S', 'G06F', 'G01R', 'Y02E']",3,4,4,445,1
129,US11933723B2,Window obscuration sensors for mobile gas and chemical imaging cameras ,"Rebellion Photonics, Inc.","['Ryan Mallery', ' Ohad Israel Balila', ' Robert Timothy Kester']",2017-11-09,2023-04-27,2024-03-19,2024-03-19,https://patents.google.com/patent/US11933723B2/en,https://patentimages.storage.googleapis.com/5c/ba/89/526046df9b6a0b/US11933723-20240319-D00000.png,US,B2,"An infrared (IR) imaging system for determining a concentration of a target species in an object is disclosed. The imaging system can include an optical system including a focal plane array (FPA) unit behind an optical window. The optical system can have components defining at least two optical channels thereof, said at least two optical channels being spatially and spectrally different from one another. Each of the at least two optical channels can be positioned to transfer IR radiation incident on the optical system towards the optical FPA. The system can include a processing unit containing a processor that can be configured to acquire multispectral optical data representing said target species from the IR radiation received at the optical FPA. One or more of the optical channels may be used in detecting objects on or near the optical window, to avoid false detections of said target species.","['A', 'G']","['G02', 'G01', 'A61']","['G02C', 'G01J', 'A61B']",2,3,3,327,0
